Date,Open,High,Low,Close,Adj Close,Volume
2022-03-28,3078.000000,3129.250000,3055.899902,3114.149902,3066.039063,2951799
2022-04-04,3124.949951,3220.000000,3080.000000,3206.250000,3156.716797,4119659
2022-04-11,3184.000000,3222.000000,3066.100098,3080.649902,3033.056641,2588267
2022-04-18,3056.000000,3174.399902,2970.000000,3164.399902,3115.512939,4370694
2022-04-25,3134.000000,3278.000000,3085.949951,3237.199951,3187.188232,6854559
2022-05-02,3195.000000,3211.500000,3003.899902,3016.250000,2969.651855,3364066
2022-05-09,3000.850098,3138.750000,2975.000000,3064.000000,3016.664063,7718283
2022-05-16,3089.899902,3128.800049,2951.000000,3109.949951,3061.904297,4843235
2022-05-23,3143.949951,3188.000000,2718.550049,2834.850098,2791.054443,9977758
2022-05-30,2880.000000,2939.899902,2811.000000,2886.899902,2842.299805,9097184
2022-06-06,2871.100098,2872.000000,2633.750000,2708.750000,2666.902344,7791292
2022-06-13,2669.949951,2725.449951,2560.000000,2580.199951,2554.977783,8222967
2022-06-20,2600.000000,2784.800049,2588.350098,2760.899902,2733.911133,8337649
2022-06-27,2779.899902,2827.649902,2678.000000,2773.149902,2746.041260,6969084
2022-07-04,2775.149902,2932.000000,2744.800049,2879.800049,2851.648926,6555160
2022-07-11,2874.000000,2985.000000,2851.350098,2978.149902,2949.037354,6901606
2022-07-18,2994.750000,3092.750000,2978.149902,3067.399902,3037.415039,4781198
2022-07-25,3069.500000,3354.350098,3051.649902,3333.750000,3301.161377,9007683
2022-08-01,3340.050049,3491.949951,3314.500000,3473.899902,3439.941406,5669575
2022-08-08,3465.000000,3477.949951,3383.000000,3427.850098,3394.341553,3772944
2022-08-15,3427.850098,3545.649902,3427.850098,3482.550049,3448.507080,2910807
2022-08-22,3462.100098,3485.550049,3302.000000,3323.550049,3291.061035,6350342
2022-08-29,3247.000000,3489.000000,3236.699951,3431.050049,3397.510498,4616208
2022-09-05,3425.050049,3484.649902,3384.000000,3441.850098,3408.204834,3588191
2022-09-12,3441.850098,3459.000000,3309.550049,3322.550049,3290.071045,4422449
2022-09-19,3320.649902,3440.000000,3231.300049,3395.250000,3362.060547,3669891
2022-09-26,3370.000000,3582.899902,3285.250000,3342.449951,3309.776367,9513339
2022-10-03,3348.000000,3368.350098,3285.750000,3343.699951,3311.014160,3626239
2022-10-10,3280.000000,3360.000000,3180.000000,3185.500000,3154.360596,5583897
2022-10-17,3185.500000,3250.000000,3072.649902,3092.399902,3062.170654,7049823
2022-10-24,3150.000000,3159.000000,3033.000000,3053.399902,3023.551758,3916470
2022-10-31,3082.000000,3185.000000,3061.050049,3181.350098,3150.251465,3714266
2022-11-07,3186.000000,3198.000000,3033.500000,3055.399902,3029.898438,5246571
2022-11-14,3056.000000,3114.850098,3041.050049,3095.500000,3069.663818,4421342
2022-11-21,3105.000000,3120.250000,3066.199951,3108.149902,3082.208252,3335255
2022-11-28,3108.149902,3199.949951,3096.699951,3143.449951,3117.213379,6033668
2022-12-05,3130.000000,3242.350098,3112.500000,3226.949951,3200.016602,5415960
2022-12-12,3227.000000,3230.000000,3050.300049,3055.899902,3030.394287,5306232
2022-12-19,3062.000000,3112.449951,3018.000000,3057.899902,3032.377686,3905235
2022-12-26,3057.899902,3143.800049,3028.800049,3087.899902,3062.127197,3670684
2023-01-02,3087.899902,3087.899902,2952.000000,2978.399902,2953.541260,4872185
2023-01-09,2993.300049,3017.649902,2871.750000,2909.149902,2884.869141,5629498
2023-01-16,2925.000000,2973.600098,2781.000000,2787.800049,2764.531982,7805322
2023-01-23,2800.000000,2827.100098,2685.850098,2722.649902,2699.925781,5123182
2023-01-30,2724.000000,2779.949951,2694.000000,2760.399902,2737.360596,6897568
2023-02-06,2760.399902,2830.949951,2718.000000,2804.600098,2781.191895,4310934
2023-02-13,2814.500000,2845.850098,2754.000000,2833.600098,2809.949707,3439181
2023-02-20,2845.000000,2852.000000,2700.100098,2738.500000,2715.643555,5078032
2023-02-27,2740.399902,2853.300049,2725.050049,2828.850098,2805.239502,4477656
2023-03-06,2843.000000,2884.000000,2807.000000,2830.199951,2806.578125,2894719
2023-03-13,2823.500000,2923.949951,2740.050049,2862.649902,2838.757080,7647573
2023-03-20,2915.000000,2915.000000,2767.750000,2798.500000,2775.142578,4298757
2023-03-27,2798.500000,2820.000000,2747.500000,2761.649902,2738.600342,4405592
2023-04-03,2746.949951,2825.000000,2708.649902,2809.850098,2786.398193,2331492
2023-04-10,2810.000000,2813.300049,2750.050049,2809.750000,2786.298828,5299836
2023-04-17,2825.000000,2887.000000,2800.649902,2882.100098,2858.045166,3927934
2023-04-24,2882.100098,2920.000000,2846.600098,2902.350098,2878.125977,3668434
2023-05-01,2902.350098,3025.000000,2893.000000,3012.949951,2987.802979,4236094
2023-05-08,3015.000000,3179.750000,2993.000000,3131.100098,3104.966797,7947355
2023-05-15,3134.199951,3168.000000,3068.050049,3084.449951,3058.706055,3599385
2023-05-22,3070.000000,3136.949951,3046.000000,3128.399902,3102.289063,2748656
2023-05-29,3147.199951,3249.949951,3116.050049,3237.250000,3210.230713,5277638
2023-06-05,3239.949951,3247.000000,3168.550049,3180.550049,3154.003906,3340507
2023-06-12,3185.199951,3322.000000,3151.149902,3316.850098,3311.070068,5161257
2023-06-19,3318.850098,3344.949951,3242.449951,3297.699951,3291.953369,4257960
2023-06-26,3295.000000,3449.600098,3271.399902,3362.050049,3356.191406,3656415
2023-07-03,3365.000000,3414.000000,3331.000000,3343.699951,3337.873291,2895049
2023-07-10,3345.000000,3439.000000,3293.949951,3429.750000,3423.773193,3929092
2023-07-17,3429.750000,3537.949951,3425.000000,3517.699951,3511.570068,3848291
2023-07-24,3506.000000,3568.000000,3350.000000,3390.699951,3384.791260,5622780
2023-07-31,3323.199951,3388.000000,3317.949951,3339.649902,3333.830322,3720090
2023-08-07,3316.050049,3359.949951,3180.000000,3185.350098,3179.799316,3676080
2023-08-14,3185.350098,3224.000000,3152.250000,3163.550049,3158.037354,2879264
2023-08-21,3159.899902,3265.000000,3152.149902,3259.300049,3253.620361,3632382
2023-08-28,3264.949951,3302.850098,3217.100098,3259.550049,3253.869873,4091656
2023-09-04,3259.550049,3266.250000,3195.000000,3238.050049,3232.407471,3366367
2023-09-11,3242.000000,3294.199951,3185.000000,3196.649902,3191.079346,4466318
2023-09-18,3200.000000,3283.600098,3180.550049,3274.850098,3269.143311,3316946
2023-09-25,3272.300049,3334.800049,3134.000000,3161.050049,3155.541504,6427936
2023-10-02,3161.050049,3232.100098,3151.350098,3195.750000,3190.181152,3928596
2023-10-09,3140.050049,3188.500000,3128.250000,3148.800049,3143.312988,4419915
2023-10-16,3124.000000,3137.000000,3064.550049,3105.850098,3100.437744,3407194
2023-10-23,3096.050049,3108.899902,2931.000000,2955.149902,2950.000244,4586062
2023-10-30,2974.000000,3012.750000,2930.000000,2977.850098,2972.660889,4677303
2023-11-06,2998.000000,3111.399902,2983.850098,3076.449951,3076.449951,3376291
2023-11-13,3098.000000,3228.250000,3065.000000,3168.899902,3168.899902,3211587
2023-11-20,3168.899902,3171.899902,3111.000000,3136.149902,3136.149902,2854178
2023-11-27,3136.149902,3190.600098,3108.350098,3173.399902,3173.399902,4021920
2023-12-04,3190.000000,3299.949951,3166.500000,3232.000000,3232.000000,5220474
2023-12-11,3230.000000,3326.350098,3185.500000,3313.899902,3313.899902,5536329
2023-12-18,3313.000000,3359.949951,3271.850098,3341.300049,3341.300049,5188588
2023-12-25,3341.300049,3422.949951,3341.300049,3402.399902,3402.399902,2832298
2024-01-01,3403.000000,3411.800049,3345.000000,3355.550049,3355.550049,2409559
2024-01-08,3355.000000,3376.500000,3244.000000,3277.800049,3277.800049,3118148
2024-01-15,3282.199951,3320.000000,3048.600098,3165.850098,3165.850098,6630947
2024-01-22,3165.850098,3165.850098,2942.300049,2949.199951,2949.199951,7033118
2024-01-29,2940.050049,3005.000000,2919.949951,2936.300049,2936.300049,9795538
2024-02-05,2950.000000,3002.949951,2902.649902,2951.649902,2951.649902,6307178
2024-02-12,2951.649902,3035.000000,2920.050049,3007.899902,3007.899902,4330129
2024-02-19,3007.899902,3027.199951,2932.100098,2985.949951,2985.949951,6483545
2024-02-26,2920.000000,2930.000000,2776.750000,2831.750000,2831.750000,10555465
2024-03-04,2860.000000,2894.000000,2777.750000,2870.550049,2870.550049,4995110
2024-03-11,2895.550049,2899.899902,2835.000000,2867.550049,2867.550049,5223540
2024-03-18,2866.000000,2866.000000,2797.550049,2841.500000,2841.500000,5778838
2024-03-25,2841.500000,2868.000000,2810.000000,2846.750000,2846.750000,4393244
